Product,UN Region,Country,Organisation,Metric Tons,Price
PP9054,West Asia,Israel,Dynamic Resins,519.75,1061.27
LL0825,West Asia,UAE,Dynamic Industries,594.0,1088.1
HD5001,West Asia,Israel,Advanced Industries,742.5,1169.37
PP1013H1,West Asia,UAE,Dynamic Resins,272.25,1028.02
PP7032E2,West Asia,Saudi Arabia,Dynamic Chemicals,544.5,1160.69
HD5001,West Asia,Saudi Arabia,Vertex Industries,445.5,1006.66
LD01820,West Asia,UAE,Global Polymers,767.25,1047.52
PP1013H1,West Asia,Saudi Arabia,Prime Polymers,990.0,1089.59
HD5001,West Asia,Saudi Arabia,Prime Chemicals,594.0,1137.02
PP9054,West Asia,Saudi Arabia,United Solutions,173.25,1042.5
PP9054,West Asia,UAE,Vertex Materials,940.5,1053.62
LL0825,West Asia,UAE,United Materials,297.0,1060.33
PP7032E2,West Asia,Saudi Arabia,Advanced Industries,321.75,1022.96
PP9054,West Asia,UAE,Global Polymers,396.0,1149.2
HD5001,West Asia,Israel,Advanced Industries,198.0,1073.61
HD5001,West Asia,UAE,Summit Polymers,717.75,1105.27
LD01820,West Asia,Turkey,Advanced Materials,49.5,1142.21
PP7032E2,West Asia,Israel,Prime Resins,519.75,1012.53
PP1013H1,West Asia,Saudi Arabia,Summit Chemicals,148.5,1079.41
PP7032E2,West Asia,UAE,Omni Polymers,594.0,1050.19
LD01820,West Asia,Turkey,Omni Materials,297.0,1021.41
LL0825,West Asia,Israel,Advanced Polymers,420.75,1162.02
LD01820,West Asia,Turkey,Vertex Solutions,891.0,1046.73
PP7032E2,West Asia,Saudi Arabia,United Solutions,247.5,1182.02
HD5001,West Asia,Turkey,United Chemicals,618.75,1067.39
PP9054,West Asia,Saudi Arabia,Prime Solutions,990.0,1057.38
LD01820,West Asia,Saudi Arabia,Summit Polymers,49.5,1172.49
PP7032E2,West Asia,Israel,Prime Materials,717.75,1089.63
PP9054,West Asia,Turkey,Dynamic Chemicals,544.5,1014.27
PP7032E2,West Asia,Turkey,Dynamic Chemicals,49.5,1154.1
PP1013H1,West Asia,Israel,United Solutions,841.5,1071.97
PP1013H1,West Asia,UAE,Prime Solutions,891.0,1157.4
PP7032E2,West Asia,Israel,Vertex Chemicals,346.5,1062.62
LL0825,West Asia,UAE,Prime Resins,866.25,1133.97
LD01820,West Asia,Saudi Arabia,Advanced Solutions,668.25,1166.69
PP7032E2,West Asia,Turkey,Vertex Industries,668.25,1188.22
PP7032E2,West Asia,Israel,Omni Resins,792.0,1012.06
LL0825,West Asia,Israel,Dynamic Materials,470.25,1166.63
PP9054,West Asia,UAE,United Materials,940.5,1067.29
LL0825,West Asia,Turkey,Prime Polymers,420.75,1144.65
PP9054,West Asia,Turkey,Summit Solutions,569.25,1082.55
LD01820,West Asia,Turkey,Global Solutions,495.0,1057.84
PP7032E2,West Asia,Saudi Arabia,Dynamic Resins,693.0,1081.51
HD5001,West Asia,Saudi Arabia,Prime Chemicals,816.75,1107.75
PP9054,West Asia,UAE,Dynamic Solutions,594.0,1119.16
HD5001,West Asia,UAE,Advanced Polymers,198.0,1176.2
LL0825,West Asia,Saudi Arabia,Prime Industries,594.0,1026.19
LD01820,West Asia,UAE,Summit Materials,792.0,1052.6
HD5001,West Asia,UAE,Summit Industries,371.25,1089.82
HD5001,West Asia,UAE,Dynamic Polymers,767.25,1176.98
LL0825,West Asia,Turkey,Vertex Chemicals,420.75,1128.9
PP1013H1,West Asia,Turkey,Summit Solutions,173.25,1156.86
PP1013H1,West Asia,Turkey,United Resins,272.25,1040.23
PP7032E2,West Asia,Saudi Arabia,Vertex Polymers,74.25,1169.85
PP7032E2,West Asia,Israel,Advanced Industries,742.5,1063.2
PP9054,West Asia,Israel,Prime Materials,866.25,1159.22
LD01820,West Asia,Saudi Arabia,Advanced Solutions,346.5,1041.7
PP9054,West Asia,UAE,Advanced Polymers,24.75,1057.99
PP7032E2,West Asia,UAE,Omni Polymers,123.75,1053.28
LD01820,West Asia,Saudi Arabia,Advanced Resins,668.25,1198.23
PP7032E2,West Asia,Israel,Prime Materials,24.75,1121.03
HD5001,West Asia,Saudi Arabia,Dynamic Materials,123.75,1017.74
PP1013H1,West Asia,UAE,Omni Polymers,321.75,1096.0
PP9054,West Asia,UAE,Global Chemicals,668.25,1072.22
LL0825,West Asia,Saudi Arabia,Summit Chemicals,148.5,1124.76
LL0825,West Asia,Turkey,Summit Industries,866.25,1033.47
HD5001,West Asia,Turkey,Global Resins,173.25,1144.34
HD5001,West Asia,Saudi Arabia,Prime Resins,49.5,1145.56
PP9054,West Asia,Israel,United Polymers,346.5,1052.29
HD5001,West Asia,UAE,Prime Polymers,965.25,1039.87
LD01820,West Asia,Turkey,United Materials,940.5,1064.64
PP1013H1,West Asia,Saudi Arabia,Advanced Solutions,123.75,1101.99
PP9054,West Asia,Saudi Arabia,Prime Polymers,816.75,1021.0
HD5001,West Asia,Israel,Global Polymers,742.5,1022.26
HD5001,West Asia,Turkey,Prime Resins,123.75,1011.39
LD01820,West Asia,Saudi Arabia,Omni Materials,792.0,1080.95
PP7032E2,West Asia,UAE,Vertex Chemicals,841.5,1144.66
PP7032E2,West Asia,Israel,Advanced Resins,74.25,1016.11
LL0825,West Asia,Saudi Arabia,Dynamic Solutions,74.25,1040.24
PP9054,West Asia,Saudi Arabia,United Solutions,321.75,1148.26
HD5001,West Asia,Israel,Dynamic Chemicals,148.5,1034.98
PP9054,West Asia,Turkey,United Industries,49.5,1045.05
LD01820,West Asia,Turkey,Omni Materials,891.0,1109.95
LL0825,West Asia,Turkey,Prime Polymers,816.75,1175.71
PP1013H1,West Asia,Israel,Prime Industries,49.5,1027.16
PP9054,West Asia,Saudi Arabia,Prime Chemicals,222.75,1091.76
PP9054,West Asia,Saudi Arabia,Omni Chemicals,717.75,1007.2
LL0825,West Asia,UAE,Summit Resins,173.25,1193.93
PP7032E2,West Asia,Israel,Global Resins,643.5,1171.47
PP1013H1,West Asia,Israel,Summit Solutions,346.5,1034.61
LD01820,West Asia,Turkey,Dynamic Industries,123.75,1133.48
LL0825,West Asia,Israel,Omni Industries,841.5,1119.08
LD01820,West Asia,Turkey,Dynamic Chemicals,717.75,1129.79
PP9054,West Asia,Turkey,United Industries,495.0,1051.53
PP9054,West Asia,Israel,Omni Solutions,841.5,1078.03
PP1013H1,West Asia,Turkey,Advanced Polymers,693.0,1066.2
PP1013H1,West Asia,Turkey,Omni Chemicals,841.5,1173.95
HD5001,West Asia,UAE,Advanced Resins,544.5,1025.53
LD01820,West Asia,Israel,United Solutions,544.5,1101.74
PP7032E2,West Asia,Saudi Arabia,Vertex Resins,569.25,1008.05
LL0825,West Asia,Saudi Arabia,Vertex Materials,742.5,1136.68
PP1013H1,West Asia,Israel,Vertex Polymers,99.0,1002.88
PP9054,West Asia,Saudi Arabia,Global Solutions,74.25,1130.65
PP7032E2,West Asia,Turkey,Vertex Resins,693.0,1146.78
LL0825,West Asia,Saudi Arabia,Advanced Materials,321.75,1178.99
PP1013H1,West Asia,Turkey,Vertex Materials,717.75,1185.54
LL0825,West Asia,Israel,Dynamic Industries,198.0,1053.93
PP7032E2,West Asia,Saudi Arabia,Vertex Materials,792.0,1113.85
PP1013H1,West Asia,UAE,Prime Polymers,519.75,1086.02
HD5001,West Asia,Saudi Arabia,Vertex Solutions,841.5,1072.45
PP7032E2,West Asia,UAE,Prime Materials,915.75,1147.1
HD5001,West Asia,Saudi Arabia,United Solutions,643.5,1037.16
PP1013H1,West Asia,Israel,Omni Chemicals,940.5,1176.27
HD5001,West Asia,UAE,Dynamic Polymers,717.75,1142.85
PP9054,West Asia,Israel,Dynamic Solutions,841.5,1153.59
PP7032E2,West Asia,Saudi Arabia,Omni Resins,792.0,1162.58
PP1013H1,West Asia,Turkey,Omni Industries,470.25,1054.4
LL0825,West Asia,Israel,United Industries,222.75,1020.8
PP9054,West Asia,UAE,Prime Polymers,371.25,1000.53
LL0825,West Asia,Israel,Prime Resins,841.5,1090.31
PP1013H1,West Asia,Turkey,Global Chemicals,371.25,1178.01
PP1013H1,West Asia,Israel,Omni Materials,470.25,1047.09
LL0825,West Asia,Israel,Vertex Chemicals,569.25,1099.77
PP9054,West Asia,Israel,Global Polymers,594.0,1175.08
PP7032E2,West Asia,UAE,Omni Materials,49.5,1115.69
LL0825,West Asia,UAE,Vertex Resins,643.5,1026.49
PP9054,West Asia,Israel,Global Chemicals,965.25,1175.05
PP9054,West Asia,Saudi Arabia,Omni Industries,321.75,1066.22
LL0825,West Asia,Israel,United Polymers,371.25,1007.1
LD01820,West Asia,Turkey,United Industries,24.75,1036.9
LL0825,West Asia,Saudi Arabia,Summit Materials,618.75,1070.98
HD5001,West Asia,Saudi Arabia,Advanced Solutions,297.0,1077.09
PP1013H1,West Asia,Saudi Arabia,Omni Polymers,594.0,1013.98
PP1013H1,West Asia,Saudi Arabia,Prime Solutions,915.75,1062.62
PP7032E2,West Asia,Israel,Summit Resins,767.25,1170.04
HD5001,West Asia,UAE,Advanced Chemicals,940.5,1167.52
LD01820,West Asia,Turkey,Omni Solutions,445.5,1044.05
LL0825,West Asia,Saudi Arabia,Prime Solutions,297.0,1192.02
PP1013H1,West Asia,Turkey,United Industries,544.5,1023.36
LL0825,West Asia,Israel,Omni Materials,198.0,1164.8
PP9054,West Asia,Saudi Arabia,Omni Chemicals,272.25,1059.21
PP7032E2,West Asia,Israel,United Solutions,569.25,1029.12
LD01820,West Asia,Israel,Dynamic Solutions,618.75,1128.72
HD5001,West Asia,Saudi Arabia,Prime Solutions,767.25,1148.33
HD5001,West Asia,UAE,Vertex Solutions,544.5,1165.07
PP9054,West Asia,Saudi Arabia,Vertex Materials,99.0,1084.99
PP1013H1,West Asia,UAE,Advanced Solutions,198.0,1172.42
LL0825,West Asia,Saudi Arabia,Summit Polymers,668.25,1055.32
PP9054,West Asia,Turkey,Advanced Chemicals,915.75,1001.64
HD5001,West Asia,Saudi Arabia,Dynamic Materials,148.5,1066.49
PP7032E2,West Asia,Saudi Arabia,United Solutions,445.5,1059.99
LL0825,West Asia,Israel,Global Solutions,940.5,1070.02
LD01820,West Asia,Israel,Vertex Resins,272.25,1159.15
HD5001,West Asia,UAE,Omni Resins,767.25,1056.73
PP1013H1,West Asia,Israel,United Resins,371.25,1105.76
PP1013H1,West Asia,Turkey,Summit Industries,544.5,1062.89
PP9054,West Asia,Saudi Arabia,Prime Resins,24.75,1135.61
LD01820,West Asia,UAE,Omni Chemicals,445.5,1110.32
PP9054,West Asia,Saudi Arabia,Vertex Chemicals,990.0,1146.7
PP1013H1,West Asia,Israel,Global Industries,965.25,1011.93
PP1013H1,West Asia,Turkey,Summit Chemicals,74.25,1078.14
PP9054,West Asia,Israel,Summit Resins,222.75,1008.66
PP1013H1,West Asia,UAE,Global Solutions,965.25,1073.68
PP1013H1,West Asia,Israel,United Polymers,198.0,1131.44
PP9054,West Asia,Turkey,Prime Chemicals,198.0,1107.49
LD01820,West Asia,Saudi Arabia,Prime Industries,297.0,1066.11
PP1013H1,West Asia,UAE,Dynamic Industries,792.0,1028.68
LL0825,West Asia,Turkey,United Chemicals,742.5,1111.03
PP9054,West Asia,Israel,Summit Chemicals,99.0,1187.28
LL0825,West Asia,Saudi Arabia,Vertex Resins,420.75,1054.76
LL0825,West Asia,UAE,United Polymers,24.75,1141.63
LD01820,West Asia,Saudi Arabia,Dynamic Polymers,940.5,1138.22
PP7032E2,West Asia,Saudi Arabia,Summit Resins,99.0,1181.01
HD5001,West Asia,Turkey,United Chemicals,247.5,1036.92
HD5001,West Asia,Saudi Arabia,Summit Industries,767.25,1113.47
PP7032E2,West Asia,Turkey,Vertex Chemicals,792.0,1175.62
LD01820,West Asia,Saudi Arabia,Prime Industries,519.75,1176.37
PP1013H1,West Asia,Israel,Advanced Materials,594.0,1095.43
HD5001,West Asia,UAE,Summit Industries,495.0,1159.69
HD5001,West Asia,Israel,Omni Materials,594.0,1051.06
PP1013H1,West Asia,Saudi Arabia,Advanced Industries,891.0,1007.79
LL0825,West Asia,Saudi Arabia,Dynamic Resins,816.75,1028.9
LD01820,West Asia,Saudi Arabia,Dynamic Industries,668.25,1066.04
PP9054,West Asia,UAE,Vertex Resins,693.0,1035.5
PP7032E2,West Asia,UAE,Prime Polymers,643.5,1054.66
LL0825,West Asia,UAE,Vertex Chemicals,420.75,1037.14
LL0825,West Asia,Saudi Arabia,Omni Chemicals,495.0,1180.98
PP9054,West Asia,Turkey,Global Resins,940.5,1108.36
HD5001,West Asia,Saudi Arabia,Prime Resins,445.5,1047.25
PP9054,West Asia,UAE,Vertex Solutions,74.25,1175.58
PP9054,West Asia,UAE,United Resins,99.0,1151.39
PP7032E2,West Asia,Israel,Dynamic Industries,371.25,1186.23
HD5001,West Asia,Saudi Arabia,Vertex Chemicals,519.75,1174.93
LL0825,West Asia,Turkey,Prime Polymers,519.75,1101.05
PP1013H1,West Asia,Saudi Arabia,Summit Chemicals,470.25,1104.08
PP1013H1,West Asia,UAE,Advanced Resins,915.75,1168.09
LD01820,West Asia,Saudi Arabia,Prime Materials,272.25,1154.46
PP7032E2,West Asia,Saudi Arabia,Prime Materials,396.0,1056.0
PP9054,West Asia,Israel,Summit Solutions,396.0,1177.63
PP9054,West Asia,Saudi Arabia,Omni Resins,915.75,1144.61
PP7032E2,West Asia,UAE,Vertex Solutions,519.75,1044.52
LD01820,West Asia,Saudi Arabia,Global Resins,915.75,1180.43
PP9054,Australasia,Australia,Omni Chemicals,247.5,1069.0
LL0825,Australasia,Papua New Guinea,Summit Materials,841.5,1168.65
HD5001,Australasia,Papua New Guinea,Vertex Resins,173.25,1012.37
PP7032E2,Australasia,Papua New Guinea,Omni Polymers,420.75,1026.32
PP9054,Australasia,Australia,United Solutions,420.75,1064.53
PP9054,Australasia,New Zealand,Dynamic Industries,272.25,1142.29
LL0825,Australasia,Australia,Summit Resins,792.0,1026.59
LL0825,Australasia,Australia,Global Chemicals,346.5,1076.5
LD01820,Australasia,Australia,Global Chemicals,569.25,1073.07
PP9054,Australasia,New Zealand,Omni Materials,668.25,1188.08
HD5001,Australasia,Papua New Guinea,United Materials,49.5,1052.2
HD5001,Australasia,Papua New Guinea,United Industries,445.5,1070.41
LL0825,Australasia,Australia,Dynamic Polymers,816.75,1133.82
LD01820,Australasia,Australia,Advanced Resins,470.25,1030.55
HD5001,Australasia,Papua New Guinea,Global Solutions,990.0,1112.92
LD01820,Australasia,Papua New Guinea,Summit Chemicals,420.75,1092.37
PP1013H1,Australasia,Papua New Guinea,Advanced Industries,272.25,1051.33
LD01820,Australasia,Papua New Guinea,Dynamic Industries,99.0,1101.57
PP9054,Australasia,New Zealand,Omni Resins,222.75,1187.06
PP9054,Australasia,Australia,Prime Materials,891.0,1072.96
PP9054,Australasia,Australia,Prime Resins,24.75,1090.19
PP9054,Australasia,Australia,Prime Polymers,24.75,1078.46
LD01820,Australasia,Australia,Omni Resins,198.0,1185.44
HD5001,Australasia,Papua New Guinea,Prime Polymers,742.5,1007.1
LD01820,Australasia,Australia,United Materials,519.75,1144.68
PP1013H1,Australasia,New Zealand,Vertex Materials,717.75,1034.45
PP9054,Australasia,Australia,Dynamic Resins,915.75,1050.62
LD01820,Australasia,Australia,Global Resins,396.0,1059.24
HD5001,Australasia,Papua New Guinea,Omni Chemicals,24.75,1177.93
LD01820,Australasia,Papua New Guinea,United Industries,371.25,1066.95
LL0825,Australasia,Australia,Omni Materials,816.75,1128.74
PP1013H1,Australasia,Papua New Guinea,Global Materials,792.0,1063.23
PP9054,Australasia,New Zealand,Vertex Resins,594.0,1012.75
PP9054,Australasia,New Zealand,Global Polymers,866.25,1155.88
HD5001,Australasia,New Zealand,Omni Resins,123.75,1124.15
HD5001,Australasia,New Zealand,Vertex Solutions,866.25,1157.34
PP1013H1,Australasia,New Zealand,Vertex Industries,420.75,1178.3
HD5001,Australasia,Papua New Guinea,Dynamic Chemicals,767.25,1056.15
PP7032E2,Australasia,Australia,Prime Resins,99.0,1144.39
LL0825,Australasia,New Zealand,Advanced Industries,643.5,1199.19
LL0825,Australasia,Australia,Summit Resins,940.5,1120.65
PP7032E2,Australasia,Australia,Global Polymers,742.5,1038.48
PP1013H1,Australasia,Papua New Guinea,Dynamic Materials,816.75,1116.94
HD5001,Australasia,New Zealand,Vertex Materials,519.75,1111.2
PP1013H1,Australasia,New Zealand,Advanced Chemicals,816.75,1108.56
PP7032E2,Australasia,New Zealand,Dynamic Industries,693.0,1108.2
HD5001,Australasia,Australia,Vertex Industries,272.25,1050.03
HD5001,Australasia,Papua New Guinea,Summit Solutions,569.25,1175.7
HD5001,Australasia,Australia,Dynamic Materials,519.75,1089.47
LD01820,Australasia,Australia,Vertex Polymers,198.0,1056.23
LD01820,Australasia,Australia,Vertex Industries,668.25,1115.71
HD5001,Australasia,Papua New Guinea,Omni Polymers,123.75,1091.21
PP1013H1,Australasia,New Zealand,Vertex Solutions,891.0,1112.06
LL0825,Australasia,Australia,Vertex Polymers,297.0,1110.26
LL0825,Australasia,New Zealand,Vertex Materials,371.25,1063.47
LL0825,Australasia,Australia,Global Solutions,49.5,1095.93
PP7032E2,Australasia,New Zealand,Dynamic Chemicals,841.5,1192.65
PP1013H1,Australasia,New Zealand,Dynamic Materials,668.25,1077.24
HD5001,Australasia,Australia,Omni Solutions,841.5,1101.22
PP1013H1,Australasia,Papua New Guinea,Dynamic Solutions,668.25,1132.79
LL0825,Australasia,New Zealand,Omni Chemicals,544.5,1073.35
LL0825,Australasia,New Zealand,United Solutions,222.75,1053.99
PP7032E2,Australasia,New Zealand,Advanced Polymers,866.25,1175.66
PP7032E2,Australasia,Papua New Guinea,Prime Chemicals,594.0,1133.62
LL0825,Australasia,Papua New Guinea,Omni Materials,74.25,1172.94
PP9054,Australasia,Australia,Omni Materials,198.0,1126.79
LD01820,Australasia,Papua New Guinea,United Materials,816.75,1048.04
PP7032E2,Australasia,Papua New Guinea,Omni Chemicals,420.75,1108.35
PP7032E2,Australasia,Australia,Global Resins,792.0,1027.84
PP9054,Australasia,New Zealand,Vertex Chemicals,222.75,1006.64
HD5001,Australasia,Papua New Guinea,Global Chemicals,321.75,1053.97
PP7032E2,Australasia,New Zealand,Global Resins,173.25,1104.6
LL0825,Australasia,Papua New Guinea,Prime Polymers,198.0,1045.27
PP7032E2,Australasia,New Zealand,Prime Industries,792.0,1187.81
PP1013H1,Australasia,Papua New Guinea,Vertex Chemicals,544.5,1161.5
HD5001,Australasia,New Zealand,Summit Chemicals,148.5,1192.28
LL0825,Australasia,New Zealand,Dynamic Industries,519.75,1140.39
LL0825,Australasia,New Zealand,Vertex Polymers,990.0,1169.52
LD01820,Australasia,Australia,United Materials,940.5,1065.87
LD01820,Australasia,Australia,Dynamic Resins,495.0,1056.6
PP9054,Australasia,Papua New Guinea,United Industries,816.75,1105.39
LL0825,Australasia,Papua New Guinea,Omni Polymers,222.75,1016.53
LL0825,Australasia,New Zealand,Global Industries,544.5,1167.33
LD01820,Australasia,Australia,Prime Polymers,495.0,1021.75
LL0825,Australasia,Papua New Guinea,Vertex Industries,297.0,1152.35
PP1013H1,Australasia,New Zealand,Prime Resins,915.75,1162.78
LL0825,Australasia,Papua New Guinea,Omni Industries,420.75,1130.74
PP1013H1,Australasia,Papua New Guinea,United Industries,668.25,1121.08
LD01820,Australasia,Papua New Guinea,Advanced Resins,693.0,1141.25
PP7032E2,Australasia,New Zealand,Prime Chemicals,544.5,1030.26
PP7032E2,Australasia,New Zealand,Vertex Polymers,74.25,1172.6
HD5001,Australasia,Papua New Guinea,Global Polymers,420.75,1148.66
PP1013H1,Australasia,Australia,United Resins,915.75,1177.56
LL0825,Australasia,Australia,United Resins,841.5,1105.59
PP1013H1,Australasia,Australia,Vertex Solutions,990.0,1160.39
LL0825,Australasia,New Zealand,United Materials,990.0,1122.47
LD01820,Australasia,New Zealand,Dynamic Polymers,841.5,1079.01
LL0825,Australasia,Papua New Guinea,Summit Solutions,668.25,1068.61
LD01820,Australasia,Australia,Global Industries,693.0,1136.94
PP1013H1,Australasia,New Zealand,Vertex Solutions,396.0,1057.51
